Chatgaya,Bangla
এনডে আরও এক্কান বিপদ আছে,এখানে আরও একটা বিপদ রয়েছে
গাছুত্তুন ফরিলি এব্বেরে আত-টেং ভাঙি যাইবু,গাছ থেকে পড়লে একদম হাত-পা ভেঙে যাবে
দাতোর মাজন ইবে তুর মেজো ভাইয়োর রোমুত,দাঁতের মাজনটা তোর মেজো ভাইয়ের রুমে
গুসসা অইলি কিন্তু আত্তুন গম ন লাগে,রাগ করলে কিন্তু আমার ভাল লাগেনা
গুসসা অইলি কিন্তু আত্তুন ভালা ন লাগে,রাগ করলে কিন্তু আমার ভাল লাগেনা
এবার ঢাহাত্তুন আইবের সমোত আঁর লাই ওজ্ঞো পাঞ্জাবি আনিস,এবার ঢাকা থেকে আসার সময় আমার জন্য একটা পাঞ্জাবি আনিস
আঁর মতন ছাতি দেহি তোত্তুনও এক্কান আছে,আমার মতো ছাতা দেখি তোরও একটা আছে
"অঁনে হাজ ইয়েন অন্য কিয়ারে দন, আঁই গরিত ফাইত্তাম ন","আপনি এই কাজটা অন্য কাউকে দেন, আমি করতে পারব না"
"অঁনে হাম ইয়েন অন্য কিয়ারে দন, আঁই গরিত ফাইত্তাম ন","আপনি এই কাজটা অন্য কাউকে দেন, আমি করতে পারব না"
"আঁর হাছে উজ্ঞো বিলেই আছিল, কিছুদিন আগে মারা গেইয়্যি","আমার কাছে একটা বিড়াল ছিল, কিছু দিন আগে মারা গেছে"
"মা, আঁর ব্যাগুত এক্কানা হানা ভরি দও, আরাদিন বাইরে থাইক্কুম","মা, আমার ব্যাগে একটু খাবার ভরে দাও, সারাদিন বাইরে থাকব"
"মা, আঁর ব্যাগুত ইক্কিনি হানা ভরি দও, আরাদিন বাইরে থাইক্কুম","মা, আমার ব্যাগে একটু খাবার ভরে দাও, সারাদিন বাইরে থাকব"
"মা, আঁর ব্যাগুত এক্কানা হানা ভরি দও, আরাদিন বাদ্দি থাইক্কুম","মা, আমার ব্যাগে একটু খাবার ভরে দাও, সারাদিন বাইরে থাকব"
"মা, আঁর ব্যাগুত এক্কানা হানা ভরি দও, ফুরোদিন বাইরে থাইক্কুম","মা, আমার ব্যাগে একটু খাবার ভরে দাও, সারাদিন বাইরে থাকব"
আঁই সাইকেল চালাইত ফারি কিন্তু বাইক চালাইত ন ফারি,আমি সাইকেল চালাতে পারি কিন্তু বাইক চালাতে পারি না
